Company,Filing Type,Filing,sentiment
ELCOM INTERNATIONAL INC,8-K,0000900096-07-000015,positive
ELCOM INTERNATIONAL INC,8-K,0000900096-07-000017,positive
ELCOM INTERNATIONAL INC,8-K,0000900096-07-000019,negative
ELCOM INTERNATIONAL INC,8-K,0000900096-07-000021,negative
ELCOM INTERNATIONAL INC,8-K,0000900096-07-000023,negative
ELCOM INTERNATIONAL INC,8-K,0000900096-07-000025,negative
ELCOM INTERNATIONAL INC,8-K,0000900096-07-000027,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-03-002723,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-03-002948,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-03-004291,positive
ELCOM INTERNATIONAL INC,8-K,0000950135-03-005248,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-03-005412,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-03-005721,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-04-004180,positive
ELCOM INTERNATIONAL INC,8-K,0000950135-04-005407,positive
ELCOM INTERNATIONAL INC,8-K,0000950135-05-001803,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-05-004229,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-05-006554,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-05-007104,positive
ELCOM INTERNATIONAL INC,8-K,0000950135-06-001501,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-06-001637,positive
ELCOM INTERNATIONAL INC,8-K,0000950135-06-002165,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-06-002244,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-06-002719,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-06-003546,negative
ELCOM INTERNATIONAL INC,8-K,0000950135-06-004748,positive
ELCOM INTERNATIONAL INC,8-K,0000950135-06-006918,negative
ELCOM INTERNATIONAL INC,8-K,0000950152-05-007127,positive
ELCOM INTERNATIONAL INC,8-K,0001007836-03-000005,negative
ELCOM INTERNATIONAL INC,8-K,0001210662-03-000002,negative
ELCOM INTERNATIONAL INC,8-K,0001299933-05-004101,positive
ENTERPRISE INFORMATICS INC,10-K,0000813747-08-000006,negative
ENTERPRISE INFORMATICS INC,10-Q,0000813747-07-000009,positive
ENTERPRISE INFORMATICS INC,10-Q,0000813747-08-000012,negative
ENTERPRISE INFORMATICS INC,10-Q,0001104659-07-040054,negative
ENTERPRISE INFORMATICS INC,8-K,0000813747-07-000014,positive
ENTERPRISE INFORMATICS INC,8-K,0000813747-07-000017,positive
ENTERPRISE INFORMATICS INC,8-K,0000813747-07-000020,positive
ENTERPRISE INFORMATICS INC,8-K,0000813747-08-000003,positive
ENTERPRISE INFORMATICS INC,8-K,0000813747-08-000010,negative
ENTERPRISE INFORMATICS INC,8-K,0001104659-07-032547,positive
ENTERPRISE INFORMATICS INC,8-K,0001104659-08-028077,positive
ENVESTNET INC,10-K,0001047469-15-001517,positive
ENVESTNET INC,10-K,0001104659-14-020325,negative
ENVESTNET INC,10-K,0001193125-11-071290,positive
ENVESTNET INC,10-K,0001193125-12-107210,negative
ENVESTNET INC,10-K,0001193125-13-259780,positive
ENVESTNET INC,10-K,0001558370-16-003712,positive
ENVESTNET INC,10-K,0001558370-17-002115,positive
ENVESTNET INC,10-K,0001558370-18-001307,negative
ENVESTNET INC,10-K,0001628280-19-002344,negative
ENVESTNET INC,10-K,0001628280-20-002576,negative
ENVESTNET INC,10-K,0001628280-21-003457,negative
ENVESTNET INC,10-K,0001628280-22-003985,negative
ENVESTNET INC,10-Q,0001104659-13-061891,positive
ENVESTNET INC,10-Q,0001104659-14-037119,negative
ENVESTNET INC,10-Q,0001104659-14-059377,negative
ENVESTNET INC,10-Q,0001104659-14-078422,negative
ENVESTNET INC,10-Q,0001104659-15-036267,positive
ENVESTNET INC,10-Q,0001104659-15-058307,negative
ENVESTNET INC,10-Q,0001193125-10-204787,positive
ENVESTNET INC,10-Q,0001193125-10-250261,negative
ENVESTNET INC,10-Q,0001193125-11-130644,negative
ENVESTNET INC,10-Q,0001193125-11-218245,negative
ENVESTNET INC,10-Q,0001193125-12-222221,negative
ENVESTNET INC,10-Q,0001193125-12-460793,positive
ENVESTNET INC,10-Q,0001193125-13-259787,positive
ENVESTNET INC,10-Q,0001558370-15-002532,negative
ENVESTNET INC,10-Q,0001558370-16-005545,positive
ENVESTNET INC,10-Q,0001558370-16-007819,positive
ENVESTNET INC,10-Q,0001558370-16-009834,positive
ENVESTNET INC,10-Q,0001558370-17-004149,negative
ENVESTNET INC,10-Q,0001558370-17-006402,negative
ENVESTNET INC,10-Q,0001558370-17-008720,negative
ENVESTNET INC,10-Q,0001558370-18-004534,negative
ENVESTNET INC,10-Q,0001558370-18-006764,positive
ENVESTNET INC,10-Q,0001628280-18-014003,negative
ENVESTNET INC,10-Q,0001628280-19-006433,negative
ENVESTNET INC,10-Q,0001628280-19-010454,negative
ENVESTNET INC,10-Q,0001628280-19-013824,positive
ENVESTNET INC,10-Q,0001628280-20-007208,positive
ENVESTNET INC,10-Q,0001628280-20-012295,positive
ENVESTNET INC,10-Q,0001628280-20-015935,negative
ENVESTNET INC,10-Q,0001628280-21-009523,positive
ENVESTNET INC,10-Q,0001628280-21-016073,negative
ENVESTNET INC,10-Q,0001628280-21-022327,positive
ENVESTNET INC,8-K,0001104659-13-059439,positive
ENVESTNET INC,8-K,0001104659-13-062790,positive
ENVESTNET INC,8-K,0001104659-13-074431,negative
ENVESTNET INC,8-K,0001104659-13-081709,negative
ENVESTNET INC,8-K,0001104659-13-090487,positive
ENVESTNET INC,8-K,0001104659-14-011832,negative
ENVESTNET INC,8-K,0001104659-14-026189,negative
ENVESTNET INC,8-K,0001104659-14-040110,positive
ENVESTNET INC,8-K,0001104659-14-048316,positive
ENVESTNET INC,8-K,0001104659-14-049564,negative
ENVESTNET INC,8-K,0001104659-14-057613,negative
ENVESTNET INC,8-K,0001104659-14-061441,negative
ENVESTNET INC,8-K,0001104659-14-069374,negative
ENVESTNET INC,8-K,0001104659-14-077698,negative
ENVESTNET INC,8-K,0001104659-14-085343,negative
ENVESTNET INC,8-K,0001104659-14-086616,negative
ENVESTNET INC,8-K,0001104659-15-008317,negative
ENVESTNET INC,8-K,0001104659-15-014394,negative
ENVESTNET INC,8-K,0001104659-15-034896,positive
ENVESTNET INC,8-K,0001104659-15-035606,positive
ENVESTNET INC,8-K,0001104659-15-038739,negative
ENVESTNET INC,8-K,0001104659-15-058247,positive
ENVESTNET INC,8-K,0001104659-15-058261,positive
ENVESTNET INC,8-K,0001104659-15-066855,negative
ENVESTNET INC,8-K,0001104659-15-072755,negative
ENVESTNET INC,8-K,0001104659-15-077260,positive
ENVESTNET INC,8-K,0001104659-15-080210,positive
ENVESTNET INC,8-K,0001104659-16-100053,positive
ENVESTNET INC,8-K,0001104659-16-108704,positive
ENVESTNET INC,8-K,0001104659-16-118333,negative
ENVESTNET INC,8-K,0001104659-16-120921,negative
ENVESTNET INC,8-K,0001104659-16-137055,negative
ENVESTNET INC,8-K,0001104659-16-137935,negative
ENVESTNET INC,8-K,0001104659-16-155187,negative
ENVESTNET INC,8-K,0001104659-17-010724,negative
ENVESTNET INC,8-K,0001104659-17-018843,negative
ENVESTNET INC,8-K,0001104659-17-031556,positive
ENVESTNET INC,8-K,0001104659-17-044912,negative
ENVESTNET INC,8-K,0001104659-17-046516,positive
ENVESTNET INC,8-K,0001104659-17-050266,positive
ENVESTNET INC,8-K,0001104659-17-058647,negative
ENVESTNET INC,8-K,0001104659-18-000225,positive
ENVESTNET INC,8-K,0001104659-18-032520,positive
ENVESTNET INC,8-K,0001104659-18-063949,positive
ENVESTNET INC,8-K,0001104659-18-070000,positive
ENVESTNET INC,8-K,0001104659-18-074119,negative
ENVESTNET INC,8-K,0001104659-19-001479,positive
ENVESTNET INC,8-K,0001104659-19-014839,negative
ENVESTNET INC,8-K,0001104659-19-019979,positive
ENVESTNET INC,8-K,0001104659-19-026083,negative
ENVESTNET INC,8-K,0001193125-10-201794,negative
ENVESTNET INC,8-K,0001193125-10-248269,negative
ENVESTNET INC,8-K,0001193125-11-030756,negative
ENVESTNET INC,8-K,0001193125-11-128640,positive
ENVESTNET INC,8-K,0001193125-11-146622,negative
ENVESTNET INC,8-K,0001193125-11-211368,positive
ENVESTNET INC,8-K,0001193125-11-213332,positive
ENVESTNET INC,8-K,0001193125-11-224332,positive
ENVESTNET INC,8-K,0001193125-11-302121,positive
ENVESTNET INC,8-K,0001193125-11-338883,negative
ENVESTNET INC,8-K,0001193125-12-005101,negative
ENVESTNET INC,8-K,0001193125-12-050917,negative
ENVESTNET INC,8-K,0001193125-12-064427,negative
ENVESTNET INC,8-K,0001193125-12-075514,negative
ENVESTNET INC,8-K,0001193125-12-151060,negative
ENVESTNET INC,8-K,0001193125-12-198644,positive
ENVESTNET INC,8-K,0001193125-12-222253,negative
ENVESTNET INC,8-K,0001193125-12-344178,negative
ENVESTNET INC,8-K,0001193125-12-460504,positive
ENVESTNET INC,8-K,0001193125-13-060465,positive
ENVESTNET INC,8-K,0001193125-13-087987,positive
ENVESTNET INC,8-K,0001193125-13-139148,positive
ENVESTNET INC,8-K,0001193125-13-143961,negative
ENVESTNET INC,8-K,0001193125-13-152083,positive
ENVESTNET INC,8-K,0001193125-13-158746,negative
ENVESTNET INC,8-K,0001193125-13-216836,positive
ENVESTNET INC,8-K,0001193125-13-224339,positive
ENVESTNET INC,8-K,0001193125-13-272518,positive
ENVESTNET INC,8-K,0001193125-13-278371,positive
ENVESTNET INC,8-K,0001193125-18-169787,negative
ENVESTNET INC,8-K,0001193125-18-171171,positive
ENVESTNET INC,8-K,0001193125-18-175363,positive
ENVESTNET INC,8-K,0001193125-18-178746,positive
ENVESTNET INC,8-K,0001193125-19-262311,positive
ENVESTNET INC,8-K,0001193125-20-091289,positive
ENVESTNET INC,8-K,0001193125-20-221767,negative
ENVESTNET INC,8-K,0001193125-20-222866,negative
ENVESTNET INC,8-K,0001193125-20-225710,negative
ENVESTNET INC,8-K,0001193125-20-282550,positive
ENVESTNET INC,8-K,0001193125-21-160626,positive
ENVESTNET INC,8-K,0001193125-21-313393,positive
ENVESTNET INC,8-K,0001193125-22-031162,negative
ENVESTNET INC,8-K,0001213900-20-016047,negative
ENVESTNET INC,8-K,0001558370-17-008543,positive
ENVESTNET INC,8-K,0001558370-18-000938,negative
ENVESTNET INC,8-K,0001558370-18-004478,positive
ENVESTNET INC,8-K,0001558370-18-006599,negative
ENVESTNET INC,8-K,0001628280-18-013884,negative
ENVESTNET INC,8-K,0001628280-19-001654,negative
ENVESTNET INC,8-K,0001628280-19-006263,positive
ENVESTNET INC,8-K,0001628280-19-006990,negative
ENVESTNET INC,8-K,0001628280-19-008702,negative
ENVESTNET INC,8-K,0001628280-19-010287,negative
ENVESTNET INC,8-K,0001628280-19-012031,positive
ENVESTNET INC,8-K,0001628280-19-013672,negative
ENVESTNET INC,8-K,0001628280-19-014830,positive
ENVESTNET INC,8-K,0001628280-20-001902,negative
ENVESTNET INC,8-K,0001628280-20-006954,negative
ENVESTNET INC,8-K,0001628280-20-007805,negative
ENVESTNET INC,8-K,0001628280-20-011979,negative
ENVESTNET INC,8-K,0001628280-20-015745,positive
ENVESTNET INC,8-K,0001628280-21-003291,positive
ENVESTNET INC,8-K,0001628280-21-009300,negative
ENVESTNET INC,8-K,0001628280-21-015846,positive
ENVESTNET INC,8-K,0001628280-21-022209,positive
ENVESTNET INC,8-K,0001628280-22-003817,negative
EVERBRIDGE INC,10-K,0001564590-17-005159,positive
EVERBRIDGE INC,10-K,0001564590-18-005318,negative
EVERBRIDGE INC,10-K,0001564590-19-005821,positive
EVERBRIDGE INC,10-K,0001564590-20-007797,negative
EVERBRIDGE INC,10-K,0001564590-21-009422,negative
EVERBRIDGE INC,10-K,0001564590-22-007193,negative
EVERBRIDGE INC,10-Q,0001564590-16-029111,negative
EVERBRIDGE INC,10-Q,0001564590-17-011049,positive
EVERBRIDGE INC,10-Q,0001564590-17-017657,positive
EVERBRIDGE INC,10-Q,0001564590-17-022344,positive
EVERBRIDGE INC,10-Q,0001564590-18-013027,negative
EVERBRIDGE INC,10-Q,0001564590-18-021099,negative
EVERBRIDGE INC,10-Q,0001564590-18-028871,negative
EVERBRIDGE INC,10-Q,0001564590-19-018307,positive
EVERBRIDGE INC,10-Q,0001564590-19-031059,negative
EVERBRIDGE INC,10-Q,0001564590-19-042350,negative
EVERBRIDGE INC,10-Q,0001564590-20-023569,negative
EVERBRIDGE INC,10-Q,0001564590-20-038443,positive
EVERBRIDGE INC,10-Q,0001564590-20-051984,positive
EVERBRIDGE INC,10-Q,0001564590-21-026068,positive
EVERBRIDGE INC,10-Q,0001564590-21-042684,negative
EVERBRIDGE INC,10-Q,0001564590-21-055769,negative
EVERBRIDGE INC,8-K,0001193125-16-716039,negative
EVERBRIDGE INC,8-K,0001193125-16-757148,negative
EVERBRIDGE INC,8-K,0001193125-17-025860,negative
EVERBRIDGE INC,8-K,0001193125-17-058929,negative
EVERBRIDGE INC,8-K,0001193125-17-106797,negative
EVERBRIDGE INC,8-K,0001193125-17-162732,negative
EVERBRIDGE INC,8-K,0001193125-17-179687,negative
EVERBRIDGE INC,8-K,0001193125-17-244319,negative
EVERBRIDGE INC,8-K,0001193125-17-247428,negative
EVERBRIDGE INC,8-K,0001193125-17-334301,negative
EVERBRIDGE INC,8-K,0001193125-17-342552,negative
EVERBRIDGE INC,8-K,0001193125-17-348165,negative
EVERBRIDGE INC,8-K,0001193125-18-050386,positive
EVERBRIDGE INC,8-K,0001193125-18-051953,positive
EVERBRIDGE INC,8-K,0001193125-18-111602,negative
EVERBRIDGE INC,8-K,0001193125-18-154454,positive
EVERBRIDGE INC,8-K,0001193125-18-170779,negative
EVERBRIDGE INC,8-K,0001193125-18-193106,negative
EVERBRIDGE INC,8-K,0001193125-18-221570,negative
EVERBRIDGE INC,8-K,0001193125-18-222606,positive
EVERBRIDGE INC,8-K,0001193125-18-239677,negative
EVERBRIDGE INC,8-K,0001193125-18-248678,positive
EVERBRIDGE INC,8-K,0001193125-18-318413,negative
EVERBRIDGE INC,8-K,0001193125-18-342163,negative
EVERBRIDGE INC,8-K,0001193125-19-008961,positive
EVERBRIDGE INC,8-K,0001193125-19-008967,positive
EVERBRIDGE INC,8-K,0001193125-19-011047,negative
EVERBRIDGE INC,8-K,0001193125-19-044237,negative
EVERBRIDGE INC,8-K,0001193125-19-067372,negative
EVERBRIDGE INC,8-K,0001193125-19-138289,positive
EVERBRIDGE INC,8-K,0001193125-19-155306,positive
EVERBRIDGE INC,8-K,0001193125-19-175774,negative
EVERBRIDGE INC,8-K,0001193125-19-176589,positive
EVERBRIDGE INC,8-K,0001193125-19-212086,negative
EVERBRIDGE INC,8-K,0001193125-19-212996,positive
EVERBRIDGE INC,8-K,0001193125-19-214228,negative
EVERBRIDGE INC,8-K,0001193125-19-241196,negative
EVERBRIDGE INC,8-K,0001193125-19-283349,positive
EVERBRIDGE INC,8-K,0001193125-19-314050,negative
EVERBRIDGE INC,8-K,0001193125-19-320988,positive
EVERBRIDGE INC,8-K,0001193125-20-038486,negative
EVERBRIDGE INC,8-K,0001193125-20-040325,negative
EVERBRIDGE INC,8-K,0001193125-20-046452,negative
EVERBRIDGE INC,8-K,0001193125-20-059187,positive
EVERBRIDGE INC,8-K,0001193125-20-082618,negative
EVERBRIDGE INC,8-K,0001193125-20-159665,negative
EVERBRIDGE INC,8-K,0001193125-21-002052,negative
EVERBRIDGE INC,8-K,0001193125-21-012523,negative
EVERBRIDGE INC,8-K,0001193125-21-077898,negative
EVERBRIDGE INC,8-K,0001193125-21-107633,positive
EVERBRIDGE INC,8-K,0001193125-21-352744,positive
EVERBRIDGE INC,8-K,0001564590-20-021283,positive
EVERBRIDGE INC,8-K,0001564590-20-026412,positive
EVERBRIDGE INC,8-K,0001564590-20-037828,negative
EVERBRIDGE INC,8-K,0001564590-20-051408,negative
EVERBRIDGE INC,8-K,0001564590-21-006670,positive
EVERBRIDGE INC,8-K,0001564590-21-026056,negative
EVERBRIDGE INC,8-K,0001564590-21-030077,negative
EVERBRIDGE INC,8-K,0001564590-21-042659,positive
EVERBRIDGE INC,8-K,0001564590-21-055752,negative
EVERBRIDGE INC,8-K,0001564590-22-001034,positive
EVERBRIDGE INC,8-K,0001564590-22-001593,positive
EVERBRIDGE INC,8-K,0001564590-22-006715,positive
EVOLVING SYSTEMS INC,10-K,0000912057-01-504808,positive
EVOLVING SYSTEMS INC,10-K,0001047469-03-010805,positive
EVOLVING SYSTEMS INC,10-K,0001047469-04-008844,positive
EVOLVING SYSTEMS INC,10-K,0001047469-05-008576,negative
EVOLVING SYSTEMS INC,10-K,0001047469-06-003982,positive
EVOLVING SYSTEMS INC,10-K,0001104659-07-019617,positive
EVOLVING SYSTEMS INC,10-K,0001104659-08-017416,negative
EVOLVING SYSTEMS INC,10-K,0001104659-09-016472,negative
EVOLVING SYSTEMS INC,10-K,0001104659-10-012868,negative
EVOLVING SYSTEMS INC,10-K,0001104659-11-013003,positive
EVOLVING SYSTEMS INC,10-K,0001104659-12-022857,positive
EVOLVING SYSTEMS INC,10-K,0001104659-13-019789,negative
EVOLVING SYSTEMS INC,10-K,0001104659-14-018434,negative
EVOLVING SYSTEMS INC,10-K,0001104659-15-020488,negative
EVOLVING SYSTEMS INC,10-K,0001104659-16-105253,positive
EVOLVING SYSTEMS INC,10-K,0001104659-17-019723,negative
EVOLVING SYSTEMS INC,10-K,0001104659-18-021862,negative
EVOLVING SYSTEMS INC,10-K,0001104659-19-019960,positive
EVOLVING SYSTEMS INC,10-K,0001104659-20-040523,positive
EVOLVING SYSTEMS INC,10-K,0001562762-21-000123,positive
EVOLVING SYSTEMS INC,10-Q,0000912057-01-514314,positive
EVOLVING SYSTEMS INC,10-Q,0000912057-01-527414,positive
EVOLVING SYSTEMS INC,10-Q,0000912057-01-539565,positive
EVOLVING SYSTEMS INC,10-Q,0000912057-02-020606,negative
EVOLVING SYSTEMS INC,10-Q,0000912057-02-032499,negative
EVOLVING SYSTEMS INC,10-Q,0000912057-02-042279,negative
EVOLVING SYSTEMS INC,10-Q,0000927356-00-001593,negative
EVOLVING SYSTEMS INC,10-Q,0000927356-00-002066,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-03-008678,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-03-017685,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-03-025744,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-04-013585,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-04-023641,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-04-035990,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-05-023778,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-05-039185,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-05-055327,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-06-031638,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-06-054876,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-06-074525,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-07-038833,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-07-060265,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-07-081242,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-08-031362,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-08-050413,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-08-070050,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-09-030540,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-09-046920,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-09-062220,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-10-026453,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-10-042419,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-10-056096,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-11-028202,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-11-046471,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-12-034521,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-13-038290,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-13-063341,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-13-083691,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-14-035272,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-14-056981,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-14-076565,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-15-034322,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-15-055912,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-15-077691,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-16-117216,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-16-136156,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-16-155586,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-17-031951,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-17-050294,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-17-068536,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-18-033439,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-18-051983,negative
EVOLVING SYSTEMS INC,10-Q,0001104659-18-067939,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-19-029793,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-19-046527,positive
EVOLVING SYSTEMS INC,10-Q,0001104659-19-062690,negative
EVOLVING SYSTEMS INC,10-Q,0001562762-20-000189,negative
EVOLVING SYSTEMS INC,10-Q,0001562762-20-000342,negative
EVOLVING SYSTEMS INC,10-Q,0001562762-20-000412,negative
EVOLVING SYSTEMS INC,10-Q,0001562762-21-000223,negative
EVOLVING SYSTEMS INC,10-Q,0001562762-21-000340,negative
EVOLVING SYSTEMS INC,10-Q,0001562762-21-000443,negative
EVOLVING SYSTEMS INC,8-K,0000912057-02-001559,positive
EVOLVING SYSTEMS INC,8-K,0000912057-02-026319,positive
EVOLVING SYSTEMS INC,8-K,0000912057-02-027512,negative
EVOLVING SYSTEMS INC,8-K,0000912057-02-036709,negative
EVOLVING SYSTEMS INC,8-K,0001047469-02-004314,positive
EVOLVING SYSTEMS INC,8-K,0001047469-03-000367,positive
EVOLVING SYSTEMS INC,8-K,0001047469-03-010759,positive
EVOLVING SYSTEMS INC,8-K,0001047469-03-023750,negative
EVOLVING SYSTEMS INC,8-K,0001047469-03-028406,negative
EVOLVING SYSTEMS INC,8-K,0001047469-03-035951,negative
EVOLVING SYSTEMS INC,8-K,0001047469-04-003068,positive
EVOLVING SYSTEMS INC,8-K,0001047469-04-006836,positive
EVOLVING SYSTEMS INC,8-K,0001047469-04-006901,positive
EVOLVING SYSTEMS INC,8-K,0001047469-04-011689,positive
EVOLVING SYSTEMS INC,8-K,0001047469-04-024676,negative
EVOLVING SYSTEMS INC,8-K,0001047469-04-033133,positive
EVOLVING SYSTEMS INC,8-K,0001047469-04-033226,negative
EVOLVING SYSTEMS INC,8-K,0001047469-05-002760,negative
EVOLVING SYSTEMS INC,8-K,0001047469-05-005528,positive
EVOLVING SYSTEMS INC,8-K,0001047469-05-008462,positive
EVOLVING SYSTEMS INC,8-K,0001086130-01-500011,positive
EVOLVING SYSTEMS INC,8-K,0001086130-01-500035,negative
EVOLVING SYSTEMS INC,8-K,0001104659-03-003997,positive
EVOLVING SYSTEMS INC,8-K,0001104659-03-007661,negative
EVOLVING SYSTEMS INC,8-K,0001104659-03-016271,negative
EVOLVING SYSTEMS INC,8-K,0001104659-03-024581,negative
EVOLVING SYSTEMS INC,8-K,0001104659-03-026951,negative
EVOLVING SYSTEMS INC,8-K,0001104659-03-028735,negative
EVOLVING SYSTEMS INC,8-K,0001104659-04-000523,negative
EVOLVING SYSTEMS INC,8-K,0001104659-04-001390,positive
EVOLVING SYSTEMS INC,8-K,0001104659-04-007954,negative
EVOLVING SYSTEMS INC,8-K,0001104659-04-012610,negative
EVOLVING SYSTEMS INC,8-K,0001104659-04-016941,negative
EVOLVING SYSTEMS INC,8-K,0001104659-04-019750,negative
